testid,beacon_major,beacon_minor,b_building,b_floor,b_x,b_y,rssi,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-85,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-85,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-83,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-83,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,582,"AM",1,11.908984843052998,23.099117519462734,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-88,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-88,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-87,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-84,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-83,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-87,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,584,"AM",1,14.758214851116394,38.00851285497156,-90,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,584,"AM",1,14.758214851116394,38.00851285497156,-91,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,584,"AM",1,14.758214851116394,38.00851285497156,-94,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,584,"AM",1,14.758214851116394,38.00851285497156,-93,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-93,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test8205",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-93,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
